comuna,region_id,region_nombre,fuente,numero,fecha,titulo,materia,url,source_listing_url,sha256,rdf_url
Talagante,13,Metropolitana de Santiago,BCN,1,1995-06-22,NOTIFICA ORDENANZA N° 1 SOBRE EXTRACCION DE ARIDOS,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=30911,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-talagante/1995-06-22/1/datos.json
Talagante,13,Metropolitana de Santiago,Municipalidad,1,2026-01-01,MODIFICACIÓN ORDENANZA MODIFICACIÓN ORDENANZA,Normativa General y Otras Materias,https://www.munitalagante.cl/_files/ugd/1b53a1_8fdbb8e9ba81494faab90f0c2805c1f3.pdf,https://www.munitalagante.cl/ordenanzas,512267dbf4f62af8290d9d87502dae8820c2c22f3ce2cfefcf2e531a8b552a5b,
El Monte,13,Metropolitana de Santiago,BCN,311,2001-04-05,DICTA ORDENANZA MUNICIPAL SOBRE PATENTES DE ALCOHOLES Y HORARIO DE FUNCIONAMIENTO DE ESTABLECIMIENTOS DE EXPENDIO DE BEBIDAS ALCOHOLICAS,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=183625,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-el-monte/2001-04-05/311/datos.json
Isla de Maipo,13,Metropolitana de Santiago,BCN,17,2001-12-31,APRUEBA ORDENANZA LOCAL SOBRE PERMISOS Y CONCESIONES DE ARIDOS EN EL RÍO MAIPO,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=193232,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-isla-de-maipo/2001-12-31/17/datos.json
Isla de Maipo,13,Metropolitana de Santiago,BCN,s-n,1998-01-31,MODIFICA DERECHOS RELATIVOS A ORDENANZA Y CONSTRUCCION Y A EXTRACCION DE ARIDOS,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=92826,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-isla-de-maipo/1998-01-31/s-n/datos.json
Isla de Maipo,13,Metropolitana de Santiago,BCN,14,1998-01-13,APRUEBA ORDENANZA DE ASEO,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=86338,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-isla-de-maipo/1998-01-13/14/datos.json
Isla de Maipo,13,Metropolitana de Santiago,BCN,13,1997-07-10,APRUEBA ORDENANZA LOCAL SOBRE PERMISOS Y CONCESIONES DE ARIDOS EN EL RIO MAIPO,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=74160,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-isla-de-maipo/1997-07-10/13/datos.json
Isla de Maipo,13,Metropolitana de Santiago,BCN,12,1996-12-30,DICTA ORDENANZA SOBRE DERECHOS MUNICIPALES,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=31037,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-isla-de-maipo/1996-12-30/12/datos.json
Isla de Maipo,13,Metropolitana de Santiago,BCN,11,1994-01-31,APRUEBA ORDENANZA SOBRE DERECHOS MUNICIPALES,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=31033,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-isla-de-maipo/1994-01-31/11/datos.json
Isla de Maipo,13,Metropolitana de Santiago,BCN,9,1993-09-17,DICTA ORDENANZA SOBRE FERIAS LIBRES Y DE CHACAREROS,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=31027,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-isla-de-maipo/1993-09-17/9/datos.json
Isla de Maipo,13,Metropolitana de Santiago,BCN,7,1991-07-04,DICTA ORDENAZA SOBRE EL USO Y ADMINISTRACION DE LAS AGUAS DENTRO DEL TERRITORIO JURISDICCIONAL DE LA COMUNA DE ISLA DE MAIPO,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=31011,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-isla-de-maipo/1991-07-04/7/datos.json
Padre Hurtado,13,Metropolitana de Santiago,BCN,2385,2003-12-31,APRUEBA ORDENANZA DE COBRO DE TASA POR PROGRAMA REGULARIZACION DE LA PROPIEDAD RAIZ,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=219637,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-padre-hurtado/2003-12-31/2385/datos.json
Padre Hurtado,13,Metropolitana de Santiago,BCN,s-n,2003-12-20,MODIFICACION A LA ORDENANZA DE DERECHOS MUNICIPALES,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=219219,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-padre-hurtado_direccion-de-administracion-y-finanzas/2003-12-20/s-n/datos.json
Peñaflor,13,Metropolitana de Santiago,Municipalidad,1,2026-01-01,Ordenanza Municipal de PEÑAFLOR — MODIFICACION ORDENANZA MUNICIPAL DE COBRO DE DERECHOS POR SERVICIOS CONCESIONES Y PERMISOS 1,Derechos Municipales y Tarifas,https://penaflor.cl/wp-content/uploads/2022/10/MODIFICACION-ORDENANZA-MUNICIPAL-DE-COBRO-DE-DERECHOS-POR-SERVICIOS-CONCESIONES-Y-PERMISOS-1.pdf,https://penaflor.cl/ordenanzas-municipales-2/,b7cb2984c429130638372fcbe4818bd9f007f649101c5921603103cafaf65c93,
Peñaflor,13,Metropolitana de Santiago,Municipalidad,1-2026,2026-01-01,Ordenanza Municipal de PEÑAFLOR — ORDENANZA MUNICIPAL DE COBRO DE DERECHOS POR SERVICIOS CONCESIONES Y PERMISOS 1,Derechos Municipales y Tarifas,https://penaflor.cl/wp-content/uploads/2022/10/ORDENANZA-MUNICIPAL-DE-COBRO-DE-DERECHOS-POR-SERVICIOS-CONCESIONES-Y-PERMISOS-1.pdf,https://penaflor.cl/ordenanzas-municipales-2/,202622c07e8a7d55b2ad471f9fa9ae802233375d1a25bbfb7da0612b036713ba,
Peñaflor,13,Metropolitana de Santiago,Municipalidad,1472,2023-01-01,Ordenanza Municipal de PEÑAFLOR — DECRETO ALCALDICIO 1472 MODIFICACION ORDENANZA OCTUBRE 2023,Normativa General y Otras Materias,https://penaflor.cl/wp-content/uploads/2024/01/DECRETO-ALCALDICIO-1472-MODIFICACION-ORDENANZA-OCTUBRE-2023.pdf,https://penaflor.cl/ordenanzas-municipales-2/,50c81c55351a790e81a5156d831436ea91b54d7a8b1f7b90b7600adba9eadc6b,
Peñaflor,13,Metropolitana de Santiago,Municipalidad,1787,2023-12-27,Ordenanza Municipal de PEÑAFLOR — D.A. N°1787 27 12 2023 Ordenanza General de Aseo,"Aseo, Ornato y Medio Ambiente",https://penaflor.cl/wp-content/uploads/2024/02/D.A.-N%C2%B01787-27-12-2023-Ordenanza-General-de-Aseo.pdf,https://penaflor.cl/ordenanzas-municipales-2/,17e301d8b1169f587b3e4f76e342517ea040fd0806248d9bf349a11ae4128213,
Peñaflor,13,Metropolitana de Santiago,Municipalidad,1640,2024-12-27,Ordenanza Municipal de PEÑAFLOR — Ordenanza N°1640 del 27 12 2024,Normativa General y Otras Materias,https://penaflor.cl/wp-content/uploads/2025/01/Ordenanza-N%C2%B01640-del-27-12-2024.pdf,https://penaflor.cl/ordenanzas-municipales-2/,499ce9b0ad7337058f1536da9a84bb74dab84e4a35ecb2c16fadd49b3a955e18,
Peñaflor,13,Metropolitana de Santiago,Municipalidad,680,2025-06-25,Ordenanza Municipal de PEÑAFLOR — ORDENANZA N°680 SOBRE EXENCIONES AL PAGO DEL DERECHO DE ASEO 25 06 2025,Derechos Municipales y Tarifas,https://penaflor.cl/wp-content/uploads/2025/07/ORDENANZA-N%C2%B0680-SOBRE-EXENCIONES-AL-PAGO-DEL-DERECHO-DE-ASEO-25-06-2025.pdf,https://penaflor.cl/ordenanzas-municipales-2/,266f8369a3c312c449530da225f8399db618df4195c469117e29da1345aa14e1,
Peñaflor,13,Metropolitana de Santiago,Municipalidad,979,2025-01-01,Ordenanza Municipal de PEÑAFLOR — Decreto Alcaldicio N°979 del 02 de Septiembre de 2025,Normativa General y Otras Materias,https://penaflor.cl/wp-content/uploads/2025/09/Decreto-Alcaldicio-N%C2%B0979-del-02-de-Septiembre-de-2025.pdf,https://penaflor.cl/ordenanzas-municipales-2/,8c7c858167307bcaa777a3ab7b8fe37ab5a930a33324dd17e469f291ab07e880,
Rancagua,06,O Higgins,BCN,902-exenta,2011-04-28,"ORDENANZA MUNICIPAL DE GESTIÓN AMBIENTAL, DECRETO EXENTO Nº 1.688/1997, MODIFICADA MEDIANTE DECRETO EXENTO Nº 716/2003",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1024855,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-rancagua/2011-04-28/902-exenta/datos.json
Rancagua,06,O Higgins,BCN,957-exenta,2010-04-30,"MODIFICA ORDENANZA MUNICIPAL SOBRE TARIFAS DE ASEO, COBRO Y EXENCIONES PARCIALES O TOTALES",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=1012847,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-rancagua/2010-04-30/957-exenta/datos.json
Rancagua,06,O Higgins,BCN,s-n,2007-12-26,"ORDENANZA MUNICIPAL QUE REGULA LA AUTORIZACION Y EXPLOTACION COMERCIAL DE MAQUINAS DE HABILIDAD, DESTREZA O JUEGOS SIMILARES EN LA COMUNA DE RANCAGUA","Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=267868,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-rancagua/2007-12-26/s-n/datos.json
Rancagua,06,O Higgins,BCN,s-n,1992-07-24,ORDENANZA TIPO MUNICIPAL DE TERMINALES DE LOCOMOCION COLECTIVA NO URBANA,"Urbanismo, Obras y Edificación",https://www.bcn.cl/leychile/navegar?idNorma=85981,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-rancagua/1992-07-24/s-n/datos.json
Rancagua,06,O Higgins,BCN,s-n,1986-07-02,DICTA ORDENANZA DE ASEO Y ORNATO DE LA COMUNA DE RANCAGUA,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=153223,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-rancagua/1986-07-02/s-n/datos.json
Codegua,06,O Higgins,BCN,7,2004-06-02,DICTA ORDENANZA SOBRE REGISTRO PUBLICO DE ENTIDADES RECEPTORAS DE FONDOS PUBLICOS,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=225980,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-codegua/2004-06-02/7/datos.json
Coltauco,06,O Higgins,BCN,1,1986-09-10,DICTA ORDENANZA SOBRE CUIDADO DE BIENES NACIONALES DE USO PUBLICO,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=154876,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-coltauco/1986-09-10/1/datos.json
Coltauco,06,O Higgins,Municipalidad,1942,2024-01-01,Ordenanza Municipal de COLTAUCO — ORDENANZA N°1942 BECAS MUNICIPALES 2024,Normativa General y Otras Materias,https://www.coltauco.cl/rsp/pdf/2026/ORDENANZA%20N%C2%B01942%20BECAS%20MUNICIPALES%202024.pdf,https://www.coltauco.cl/rsp/pdf/2026/ORDENANZA N°1942 BECAS MUNICIPALES 2024.pdf,c162710ef391723400da0641e62ad19c80c3c12e39975a166eaded2b1b821681,
Coltauco,06,O Higgins,Municipalidad,S/N,2026-01-01,Ordenanza Municipal de COLTAUCO — Ordenanza Becas Municipalidad Coltauco,Normativa General y Otras Materias,https://www.coltauco.cl/rsp/pdf/2026/Ordenanza%20Becas%20Municipalidad%20Coltauco.pdf,https://www.coltauco.cl/rsp/pdf/2026/Ordenanza Becas Municipalidad Coltauco.pdf,853921181353669c706e32e9cab2b9433ff5f385a626060baa7e81cfd48d4feb,
Graneros,06,O Higgins,BCN,1,1990-01-26,"ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS QUE REGIRAN A CONTAR DEL AÑO 1990",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=95243,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-graneros/1990-01-26/1/datos.json
Machalí,06,O Higgins,BCN,2,1986-01-28,"DICTA ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=160883,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-machali/1986-01-28/2/datos.json
Malloa,06,O Higgins,Municipalidad,1558,2026-01-01,Ordenanza Municipal de MALLOA — Ordenanza 1558 21 12 22,Normativa General y Otras Materias,https://www.munimalloa.cl/portal/wp-content/uploads/2022/12/Ordenanza-1558-_21-12-22.pdf,https://www.munimalloa.cl/portal/decretos-u-ordenanza-2/,c8b434ee1f1d2c531d56519582e015d62330cac9c750861fd6ebbe5dd669dc0f,
Malloa,06,O Higgins,Municipalidad,S/N,2026-01-01,Ordenanza Municipal de MALLOA — Ordenanza Santa Rosa,Normativa General y Otras Materias,https://www.munimalloa.cl/portal/wp-content/uploads/2023/07/Ordenanza-Santa-Rosa.pdf,https://www.munimalloa.cl/portal/decretos-u-ordenanza-2/,bda4537d34f5f1aeae92ecdfe45b12f7645126a68dacacefd0a88e74da6eded3,
Malloa,06,O Higgins,Municipalidad,S/N,2025-01-01,Ordenanza Municipal de MALLOA — Ordenanza extraccion de aridos DTO 1538 2025,Normativa General y Otras Materias,https://www.munimalloa.cl/portal/wp-content/uploads/2025/11/Ordenanza-extraccion-de-aridos-DTO-1538_2025.pdf,https://www.munimalloa.cl/portal/decretos-u-ordenanza-2/,c24ea6798f90e7573aa1a1c8549de372089f4057f8b209068fcf5b862c081be7,
Malloa,06,O Higgins,Municipalidad,S/N-ea19,2026-01-01,Ordenanza Municipal de MALLOA — MODIFICACION ORDENANZA DE TENENCIA RESPONSABLE DE MASCOTAS,Tenencia Responsable de Mascotas,https://www.munimalloa.cl/portal/wp-content/uploads/2026/01/MODIFICACION-ORDENANZA-DE-TENENCIA-RESPONSABLE-DE-MASCOTAS.pdf,https://www.munimalloa.cl/portal/decretos-u-ordenanza-2/,ea19095affe228f903739dca8dcd67b599b13d59cc347c208440f1153b97be9c,
Malloa,06,O Higgins,Municipalidad,S/N-7df8,2026-01-01,Ordenanza Municipal de MALLOA — Modificacion Ordenanza Proteccion de Aguas,Normativa General y Otras Materias,https://www.munimalloa.cl/portal/wp-content/uploads/2026/01/Modificacion-Ordenanza-Proteccion-de-Aguas.pdf,https://www.munimalloa.cl/portal/decretos-u-ordenanza-2/,7df837def4498c9108248bf80d757ad4bd758d543daa0fbefea5fe1c7c38dd95,
Malloa,06,O Higgins,Municipalidad,S/N-8081,2026-01-01,Ordenanza Municipal de MALLOA — ORDENANZA TENENCIA RESPONSABLE DE MASCOTAS,Tenencia Responsable de Mascotas,https://www.munimalloa.cl/portal/wp-content/uploads/2026/01/ORDENANZA-TENENCIA-RESPONSABLE-DE-MASCOTAS.pdf,https://www.munimalloa.cl/portal/decretos-u-ordenanza-2/,8081fa977886b3bfec420a8ce8c4a6691cc492a9bf1d6b0113b0d795ce787a82,
Malloa,06,O Higgins,Municipalidad,S/N-4064,2026-01-01,Ordenanza Municipal de MALLOA — Ordenanza Municipal Proteccion riberas de rios,Normativa General y Otras Materias,https://www.munimalloa.cl/portal/wp-content/uploads/2026/01/Ordenanza-Municipal-Proteccion-riberas-de-rios.pdf,https://www.munimalloa.cl/portal/decretos-u-ordenanza-2/,406465561d285fd010ee47dc8adfa50c076bc24aa4fc31fe6a8dca7277375458,
Malloa,06,O Higgins,Municipalidad,04,2026-01-01,Ordenanza Municipal de MALLOA — Dec. No1098 fecha 04.08.2026 Ordenanza Festividad Santa Rosa 2026,Normativa General y Otras Materias,https://www.munimalloa.cl/portal/wp-content/uploads/2026/08/Dec.-No1098-fecha-04.08.2026-Ordenanza-Festividad-Santa-Rosa-2026.pdf,https://www.munimalloa.cl/portal/decretos-u-ordenanza-2/,317d2a7972f215b1826b30f9528dd88bb12fd0b5b1eaa148b9202d888bf4079d,
Mostazal,06,O Higgins,BCN,1,1991-05-08,"APRUEBA ORDENANZA LOCAL DE DERECHOS MUNICIPALES POR SERVICIOS, CONCESIONES O PERMISOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=30861,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-mostazal/1991-05-08/1/datos.json
Mostazal,06,O Higgins,BCN,1,1990-02-26,"APRUEBA ORDENANZA LOCAL DE DERECHOS MUNICIPALES POR SERVICIOS, CONCESIONES O PERMISOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=90526,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-mostazal/1990-02-26/1/datos.json
Mostazal,06,O Higgins,BCN,2,1990-02-26,APRUEBA ORDENANZA Nº 2 ESPECIAL SOBRE NORMAS DE EDIFICACION EN EL SECTOR CENTRICO DE SAN FRANCISCO DE MOSTAZAL,"Urbanismo, Obras y Edificación",https://www.bcn.cl/leychile/navegar?idNorma=90528,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-mostazal/1990-02-26/2/datos.json
Mostazal,06,O Higgins,BCN,1,1987-02-04,"APRUEBA ORDENANZA LOCAL DE DERECHOS MUNICIPALES POR SERVICIOS, CONCESIONES O PERMISOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=140824,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-mostazal/1987-02-04/1/datos.json
Mostazal,06,O Higgins,BCN,1,1986-01-31,"APRUEBA ORDENANZA LOCAL DE DERECHOS MUNICIPALES POR SERVICIOS, CONCESIONES O PERMISOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=161133,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-mostazal/1986-01-31/1/datos.json
Olivar,06,O Higgins,Municipalidad,S/N,2026-01-01,ORDENANZA DE DERECHOS MUNICIPALES ORDENANZA DE DERECHOS MUNICIPALES Descarga,Derechos Municipales y Tarifas,https://muniolivar.cl/wp-content/uploads/2025/11/ORDENANZA-DE-DERECHOS-MUNICIPALES.pdf,https://muniolivar.cl/ordenanza-de-derechos-municipales/,652d329b111c28067d948b5ea7af9e8324aa3f5b3d397bca6144ab7268ce9eef,
Peumo,06,O Higgins,Municipalidad,1,2026-01-01,Ordenanza Municipal de PEUMO — Decreto junto a Respectiva Ordenanza Actividades no Autorizadas 1,Normativa General y Otras Materias,https://mpeumo.cl/wp-content/uploads/2026/05/Decreto-junto-a-Respectiva-Ordenanza-Actividades-no-Autorizadas-1.pdf,https://mpeumo.cl/wp-content/uploads/2026/05/Decreto-junto-a-Respectiva-Ordenanza-Actividades-no-Autorizadas-1.pdf,b4c83708f3f4483376298221beac5638da4dfaee30c57bf7c41e34023ebe3c6f,
Quinta de Tilcoco,06,O Higgins,BCN,402-exenta,1987-02-04,APRUEBA ORDENANZA LOCAL DE DERECHOS MUNICIPALES,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=140821,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-quinta-de-tilcoco/1987-02-04/402-exenta/datos.json
Quinta de Tilcoco,06,O Higgins,Municipalidad,S/N,2026-01-01,Ordenanza Municipal de QUINTA DE TILCOCO — Actualizacion Ordenanza Medio Ambiente Aseo y Ornato. compressed,"Aseo, Ornato y Medio Ambiente",https://www.quintadetilcoco.cl/wp-content/uploads/2025/12/Actualizacion-Ordenanza-Medio-Ambiente-Aseo-y-Ornato._compressed.pdf,https://www.quintadetilcoco.cl/wp-content/uploads/2025/12/Actualizacion-Ordenanza-Medio-Ambiente-Aseo-y-Ornato._compressed.pdf,c5314e91d826d175c9262a2d830c4e94eba9e17f25f1359bf9c69c6f6b0f0d6b,
Rengo,06,O Higgins,BCN,s-n,1995-08-08,ORDENANZA PLAN SECCIONAL N° 01 EGENAU-PASAJE MORALES - Z.E,Seguridad y Convivencia,https://www.bcn.cl/leychile/navegar?idNorma=31174,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-rengo/1995-08-08/s-n/datos.json
Rengo,06,O Higgins,BCN,46,1995-01-31,FIJA NUEVA ORDENANZA SOBRE DERECHOS MUNICIPALES,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=31074,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-rengo/1995-01-31/46/datos.json
Requínoa,06,O Higgins,Municipalidad,30,2026-01-01,Ordenanza Municipal de REQUÍNOA — 30,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/30,https://requinoa.cl/Web/descargarOrdenanza/30,cd587c49c6e970bd817cc24a1e105d5e253621cbe36a114b97e28d5a9792ec83,
Requínoa,06,O Higgins,Municipalidad,33,2026-01-01,Ordenanza Municipal de REQUÍNOA — 33,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/33,https://requinoa.cl/Web/descargarOrdenanza/33,0f53dc46eac08e3045cb0f7612997ef7bc747a093b32791e4506b6d2b668a115,
Requínoa,06,O Higgins,Municipalidad,41,2026-01-01,Ordenanza Municipal de REQUÍNOA — 41,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/41,https://requinoa.cl/Web/descargarOrdenanza/41,8e14763707a75f87e51591569d6c2a8d229355e190e921734b4f1bb9e0fe8293,
Requínoa,06,O Higgins,Municipalidad,42,2026-01-01,Ordenanza Municipal de REQUÍNOA — 42,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/42,https://requinoa.cl/Web/descargarOrdenanza/42,f31e19504b3c230c8cc9214574281c4b3877ca836f6aed69092b665f319f51b9,
Requínoa,06,O Higgins,Municipalidad,43,2026-01-01,Ordenanza Municipal de REQUÍNOA — 43,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/43,https://requinoa.cl/Web/descargarOrdenanza/43,f4d4ec349e088e2bab99e5402535a16d33c819c7f08e3854da6f441b5af097eb,
Requínoa,06,O Higgins,Municipalidad,44,2026-01-01,Ordenanza Municipal de REQUÍNOA — 44,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/44,https://requinoa.cl/Web/descargarOrdenanza/44,9f7612b69599fcf5641e91cb7f20ed97aeeb59c4a38bb9137e073aedd06cd00c,
Requínoa,06,O Higgins,Municipalidad,50,2026-01-01,Ordenanza Municipal de REQUÍNOA — 50,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/50,https://requinoa.cl/Web/descargarOrdenanza/50,d4a694dfbc5ee0647a554ff1a730a7d75193a3670c58a30704ce5b2b74308e26,
Requínoa,06,O Higgins,Municipalidad,51,2026-01-01,Ordenanza Municipal de REQUÍNOA — 51,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/51,https://requinoa.cl/Web/descargarOrdenanza/51,644f60c2cdf166aaaa906512547a345c30a91d842f25547a5d7208d0505f6314,
Requínoa,06,O Higgins,Municipalidad,52,2026-01-01,Ordenanza Municipal de REQUÍNOA — 52,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/52,https://requinoa.cl/Web/descargarOrdenanza/52,36dc98718192d17d438fc77ed2be7c490a8bf97a714f858c9badc8af355f7e7a,
Requínoa,06,O Higgins,Municipalidad,63,2026-01-01,Ordenanza Municipal de REQUÍNOA — 63,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/63,https://requinoa.cl/Web/descargarOrdenanza/63,c903ac2df304605697155ada089758ec82d0bc20648b8e1996a4f4773e0b9183,
Requínoa,06,O Higgins,Municipalidad,64,2026-01-01,Ordenanza Municipal de REQUÍNOA — 64,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/64,https://requinoa.cl/Web/descargarOrdenanza/64,9687557ca141f64534fe8824a9a323f8ea4e840d56d85ee4d17d8f770b78a09e,
Requínoa,06,O Higgins,Municipalidad,65,2026-01-01,Ordenanza Municipal de REQUÍNOA — 65,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/65,https://requinoa.cl/Web/descargarOrdenanza/65,3db654ba7f49f9a58bb35023dc83c983115fd6c88b01186fc8198e40c992aa23,
Requínoa,06,O Higgins,Municipalidad,66,2026-01-01,Ordenanza Municipal de REQUÍNOA — 66,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/66,https://requinoa.cl/Web/descargarOrdenanza/66,ab03a50822d4cd077e0608bc31c35bb9cb29c2973e681d33bf8a89c12ef8e5ae,
Requínoa,06,O Higgins,Municipalidad,67,2026-01-01,Ordenanza Municipal de REQUÍNOA — 67,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/67,https://requinoa.cl/Web/descargarOrdenanza/67,3165169b4a802833d1822b1e65610adefe4f6ce0cf83242cfa82e4c13ab2ae79,
Requínoa,06,O Higgins,Municipalidad,68,2026-01-01,Ordenanza Municipal de REQUÍNOA — 68,Normativa General y Otras Materias,https://requinoa.cl/Web/descargarOrdenanza/68,https://requinoa.cl/Web/descargarOrdenanza/68,7a09a54c60a99f75090896ecea5b0671de3fdbcf1847102fd1fa700a72c52f6e,
San Vicente,06,O Higgins,BCN,15,1985-01-31,"DICTA ORDENANZA LOCAL SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=162618,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-san-vicente-de-tagua-tagua/1985-01-31/15/datos.json
Pichilemu,06,O Higgins,BCN,2-exenta,1997-10-07,DICTA ORDENANZA GENERAL DE TERMINALES DE BUSES LOCOMOCION COLECTIVA NO URBANA,"Urbanismo, Obras y Edificación",https://www.bcn.cl/leychile/navegar?idNorma=76088,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-pichilemu/1997-10-07/2-exenta/datos.json
Pichilemu,06,O Higgins,BCN,2-exenta,1997-10-02,DICTA ORDENANZA GENERAL DE TERMINALES DE BUSES LOCOMOCION COLECTIVA NO URBANA,"Urbanismo, Obras y Edificación",https://www.bcn.cl/leychile/navegar?idNorma=75922,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-pichilemu/1997-10-02/2-exenta/datos.json
Pichilemu,06,O Higgins,BCN,1,1996-01-18,"APRUEBA ORDENANZA SOBRE CONDICIONES GENERALES PARA DETERMINAR TARIFA DE ASEO, COBRO, EXENCIONES PARCIALES, TOTALES E INCREMENTO",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=30915,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-pichilemu/1996-01-18/1/datos.json
Pichilemu,06,O Higgins,BCN,3,1993-09-22,REGULARIZA SISTEMA DE COBRO Y MONTO DE DERECHOS MUNICIPALES POR OTORGAMIENTO DE LICENCIAS DE CONDUCIR,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=30959,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-pichilemu/1993-09-22/3/datos.json
